SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning
S01;45;OID30802;Q13224;GRIN2B;0;Neurology_II;B13806;P1;PASS;-4.032;-2.1172;Plate control;PASS
S01;45;OID30803;P48169;GABRA4;0.3409;Neurology_II;B13806;P1;PASS;-4.0417;-3.1687;Plate control;PASS
S01;45;OID30804;Q9NY72;SCN3B;0.875;Neurology_II;B13806;P1;PASS;-2.918;-3.0008;Plate control;PASS
S01;45;OID30805;Q9NQW8;CNGB3;0.0568;Neurology_II;B13806;P1;PASS;-4.1947;-3.0388;Plate control;PASS
S01;45;OID30806;Q96J84;KIRREL1;0.1136;Neurology_II;B13806;P1;PASS;-2.5706;-2.0577;Plate control;PASS
S01;45;OID30807;P26441;CNTF;0.4432;Neurology_II;B13806;P1;PASS;-4.6662;-5.3451;Plate control;PASS
S01;45;OID30808;O43474;KLF4;0;Neurology_II;B13806;P1;PASS;-5.5165;-3.6733;Plate control;PASS
S01;45;OID30809;P43220;GLP1R;0.9205;Neurology_II;B13806;P1;PASS;-1.666;-2.3575;Plate control;PASS
S01;45;OID30810;P41732;TSPAN7;0.7841;Neurology_II;B13806;P1;PASS;-2.86;-2.1911;Plate control;PASS
S01;45;OID30811;P60880;SNAP25;0;Neurology_II;B13806;P1;PASS;-4.8213;-3.1224;Plate control;PASS
S01;45;OID30812;P49792;RANBP2;0.3523;Neurology_II;B13806;P1;PASS;-1.79;-0.2841;Plate control;PASS
S01;45;OID30813;Q03721;KCNC4;0.125;Neurology_II;B13806;P1;PASS;-3.896;-3.1812;Plate control;PASS
S01;45;OID30814;Q17R60;IMPG1;0.7159;Neurology_II;B13806;P1;PASS;-2.8557;-3.2862;Plate control;PASS
S01;45;OID30815;Q14894;CRYM;0.6136;Neurology_II;B13806;P1;PASS;-3.898;-3.8149;Plate control;PASS
S01;45;OID30816;Q96Q89;KIF20B;0.0227;Neurology_II;B13806;P1;PASS;-6.3128;-5.284;Plate control;PASS
S01;45;OID30817;O95372;LYPLA2;0.0455;Neurology_II;B13806;P1;PASS;-4.1511;-3.5653;Plate control;PASS
S01;45;OID30818;Q9H461;FZD8;0.7273;Neurology_II;B13806;P1;PASS;-3.7711;-4.3785;Plate control;PASS
S01;45;OID30819;Q96P66;GPR101;0.0682;Neurology_II;B13806;P1;PASS;-3.7783;-3.5319;Plate control;PASS
S01;45;OID30820;Q02641;CACNB1;0.4205;Neurology_II;B13806;P1;PASS;-4.2089;-4.2741;Plate control;PASS
S01;45;OID30821;Q8N111;CEND1;0;Neurology_II;B13806;P1;PASS;-5.9117;-3.8137;Plate control;PASS
S01;45;OID30822;Q5SXM8;DNLZ;0;Neurology_II;B13806;P1;PASS;-4.2046;-2.1457;Plate control;PASS
S01;45;OID30823;Q30KQ4;DEFB116;0.0568;Neurology_II;B13806;P1;PASS;-3.5362;-3.4828;Plate control;PASS
S01;45;OID30824;P08908;HTR1A;0.8068;Neurology_II;B13806;P1;PASS;-1.6602;-1.8672;Plate control;PASS
S01;45;OID30825;Q7RTW8;OTOA;0.0568;Neurology_II;B13806;P1;PASS;-3.3354;-2.3328;Plate control;PASS
S01;45;OID30826;P25440;BRD2;0;Neurology_II;B13806;P1;PASS;-2.4711;-1.198;Plate control;PASS
S01;45;OID30827;P04234;CD3D;0.9545;Neurology_II;B13806;P1;PASS;-1.1552;-2.8668;Plate control;PASS
S01;45;OID30828;Q96L15;ART5;0.6023;Neurology_II;B13806;P1;PASS;-3.0923;-2.309;Plate control;PASS
S01;45;OID30829;Q15042;RAB3GAP1;0.2159;Neurology_II;B13806;P1;PASS;-4.2718;-3.5464;Plate control;PASS
S01;45;OID30830;Q96GG9;DCUN1D1;0.2841;Neurology_II;B13806;P1;WARN;-2.8101;-1.6523;Plate control;PASS
S01;45;OID30831;Q19T08;ECSCR;0;Neurology_II;B13806;P1;PASS;-2.9022;-1.6175;Plate control;PASS
S01;45;OID30832;Q9UKV0;HDAC9;0.0568;Neurology_II;B13806;P1;PASS;-4.676;-4.0321;Plate control;PASS
S01;45;OID30833;Q99250;SCN2A;0.4773;Neurology_II;B13806;P1;PASS;-4.3252;-4.0747;Plate control;PASS
S01;45;OID30834;P52179;MYOM1;0.0455;Neurology_II;B13806;P1;PASS;-4.3651;-3.3481;Plate control;PASS
S01;45;OID30835;P47874;OMP;0.7955;Neurology_II;B13806;P1;PASS;-3.7671;-3.5656;Plate control;PASS
S01;45;OID30836;Q9BZ29;DOCK9;0.2273;Neurology_II;B13806;P1;PASS;-4.4886;-3.4817;Plate control;PASS
S01;45;OID30837;Q9Y3E2;BOLA1;0.0568;Neurology_II;B13806;P1;PASS;-5.2736;-4.3025;Plate control;PASS
S01;45;OID30838;A6NGG8;PCARE;0;Neurology_II;B13806;P1;PASS;-4.6939;-3.5299;Plate control;PASS
S01;45;OID30839;P07954;FH;0.3182;Neurology_II;B13806;P1;PASS;-4.3994;-4.6132;Plate control;PASS
S01;45;OID30840;Q13936;CACNA1C;0.375;Neurology_II;B13806;P1;PASS;-3.1345;-2.5155;Plate control;PASS
S01;45;OID30841;Q14627;IL13RA2;0.1818;Neurology_II;B13806;P1;PASS;-3.4847;-2.9206;Plate control;PASS
S01;45;OID30842;Q9UL42;PNMA2;0.375;Neurology_II;B13806;P1;PASS;-4.7505;-4.3654;Plate control;PASS
S01;45;OID30843;O95196;CSPG5;0.4659;Neurology_II;B13806;P1;PASS;-4.4559;-3.3987;Plate control;PASS
S01;45;OID30844;O15382;BCAT2;0.2159;Neurology_II;B13806;P1;PASS;-3.454;-3.8855;Plate control;PASS
S01;45;OID30845;Q5T871;LELP1;0;Neurology_II;B13806;P1;PASS;-5.5305;-4.6907;Plate control;PASS
S01;45;OID30846;Q687X5;STEAP4;0;Neurology_II;B13806;P1;PASS;-5.3777;-4.9016;Plate control;PASS
S01;45;OID30847;Q0VDD7;BRME1;0.6364;Neurology_II;B13806;P1;PASS;-3.9884;-3.5469;Plate control;PASS
S01;45;OID30848;P05549;TFAP2A;0.8864;Neurology_II;B13806;P1;PASS;-4.122;-5.1901;Plate control;PASS
S01;45;OID30849;Q8WTQ1;DEFB104A_DEFB104B;0.8864;Neurology_II;B13806;P1;PASS;-2.8569;-3.1948;Plate control;PASS
S01;45;OID30850;Q99700;ATXN2;0.0341;Neurology_II;B13806;P1;PASS;-4.7504;-4.0843;Plate control;PASS
S01;45;OID30851;P23435;CBLN1;0.9318;Neurology_II;B13806;P1;PASS;-3.1197;-3.5636;Plate control;PASS
S01;45;OID30852;Q86T26;TMPRSS11B;0.9773;Neurology_II;B13806;P1;PASS;-3.4445;-4.1352;Plate control;PASS
S01;45;OID30853;P52788;SMS;0;Neurology_II;B13806;P1;PASS;-4.8977;-3.9391;Plate control;PASS
S01;45;OID30854;P26378;ELAVL4;0;Neurology_II;B13806;P1;PASS;-5.8159;-4.797;Plate control;PASS
S01;45;OID30855;P26715;KLRC1;0.5795;Neurology_II;B13806;P1;PASS;-3.4609;-3.6599;Plate control;PASS
S01;45;OID30856;Q6QNY1;BLOC1S2;0.3295;Neurology_II;B13806;P1;PASS;-5.8036;-5.227;Plate control;PASS
S01;45;OID30857;Q9Y6U3;SCIN;0.5568;Neurology_II;B13806;P1;PASS;-5.1306;-5.8524;Plate control;PASS
S01;45;OID30858;Q96PH6;DEFB118;0.9545;Neurology_II;B13806;P1;PASS;-3.2595;-3.8782;Plate control;PASS
S01;45;OID30859;Q14129;DGCR6;0.4545;Neurology_II;B13806;P1;PASS;-3.8328;-3.6829;Plate control;PASS
S01;45;OID30860;Q8IWB1;ITPRIP;0.875;Neurology_II;B13806;P1;PASS;-3.2465;-3.9883;Plate control;PASS
S01;45;OID30861;Q99856;ARID3A;0.0568;Neurology_II;B13806;P1;PASS;-4.4532;-3.6683;Plate control;PASS
S01;45;OID30862;Q8IVU1;IGDCC3;0.0341;Neurology_II;B13806;P1;PASS;-3.3046;-2.9405;Plate control;PASS
S01;45;OID30863;Q9UJC5;SH3BGRL2;0.7159;Neurology_II;B13806;P1;PASS;-3.34;-4.7271;Plate control;PASS
S01;45;OID30864;Q6P5Q4;LMOD2;0.0568;Neurology_II;B13806;P1;PASS;-5.6992;-4.8682;Plate control;PASS
S01;45;OID30865;P05787;KRT8;0.0227;Neurology_II;B13806;P1;PASS;-6.5114;-4.793;Plate control;PASS
S01;45;OID30866;P28222;HTR1B;0.9432;Neurology_II;B13806;P1;PASS;-1.6585;-1.4299;Plate control;PASS
S01;45;OID30867;Q9Y3B9;RRP15;0.7614;Neurology_II;B13806;P1;WARN;-6.431;-6.0411;Plate control;PASS
S01;45;OID30868;Q9H492;MAP1LC3A;0.3409;Neurology_II;B13806;P1;WARN;-3.2624;-3.2359;Plate control;PASS
S01;45;OID30869;Q99653;CHP1;0.0909;Neurology_II;B13806;P1;PASS;-5.7153;-5.0333;Plate control;PASS
S01;45;OID30870;Q6QEF8;CORO6;0.2727;Neurology_II;B13806;P1;PASS;-3.0658;-1.9948;Plate control;PASS
S01;45;OID30871;Q12774;ARHGEF5;0.0227;Neurology_II;B13806;P1;PASS;-4.6315;-4.0237;Plate control;PASS
S01;45;OID30872;O43396;TXNL1;0.8295;Neurology_II;B13806;P1;PASS;-3.2198;-3.8884;Plate control;PASS
S01;45;OID30873;O14503;BHLHE40;0.2841;Neurology_II;B13806;P1;PASS;-5.5627;-3.3857;Plate control;PASS
S01;45;OID30874;P10523;SAG;0.8864;Neurology_II;B13806;P1;PASS;-4.6424;-5.3961;Plate control;PASS
S01;45;OID30875;P55283;CDH4;0.2955;Neurology_II;B13806;P1;PASS;-4.248;-4.2721;Plate control;PASS
S01;45;OID30876;O15020;SPTBN2;0.5114;Neurology_II;B13806;P1;PASS;-2.8154;-2.0124;Plate control;PASS
S01;45;OID30877;Q8WXG9;ADGRV1;0.0341;Neurology_II;B13806;P1;PASS;-5.0613;-4.7974;Plate control;PASS
S01;45;OID30878;Q8NFZ4;NLGN2;0.9432;Neurology_II;B13806;P1;PASS;-0.7941;-1.8663;Plate control;PASS
S01;45;OID30879;O15350;TP73;0.2614;Neurology_II;B13806;P1;PASS;-4.7877;-5.6266;Plate control;PASS
S01;45;OID30880;O15083;ERC2;0.0568;Neurology_II;B13806;P1;PASS;-4.7121;-4.3346;Plate control;PASS
S01;45;OID30881;Q86WK6;AMIGO1;0.875;Neurology_II;B13806;P1;PASS;-4.2526;-4.4591;Plate control;PASS
S01;45;OID30882;Q86UW9;DTX2;0.2273;Neurology_II;B13806;P1;PASS;-3.8804;-2.1611;Plate control;PASS
S01;45;OID30883;Q8N8R5;C2orf69;0.6477;Neurology_II;B13806;P1;PASS;-4.1333;-4.6358;Plate control;PASS
S01;45;OID30884;P0C7M8;CLEC2L;0.7273;Neurology_II;B13806;P1;PASS;-3.5065;-2.6594;Plate control;PASS
S01;45;OID30885;Q6P9F5;TRIM40;0.2955;Neurology_II;B13806;P1;PASS;-6.1665;-6.9616;Plate control;PASS
S01;45;OID30886;Q9HCM4;EPB41L5;0.9205;Neurology_II;B13806;P1;WARN;-4.7823;-5.2347;Plate control;PASS
S01;45;OID30887;Q9Y285;FARSA;0.0795;Neurology_II;B13806;P1;PASS;-3.9582;-3.5781;Plate control;PASS
S01;45;OID30888;Q2M3V2;SOWAHA;0.8523;Neurology_II;B13806;P1;PASS;-1.5701;-2.2288;Plate control;PASS
S01;45;OID30889;Q8IY33;MICALL2;0.0227;Neurology_II;B13806;P1;PASS;-4.9744;-2.8609;Plate control;PASS
S01;45;OID30890;Q9NZA1;CLIC5;0.0909;Neurology_II;B13806;P1;PASS;-3.3689;-2.9192;Plate control;PASS
S01;45;OID30891;Q9BV20;MRI1;0.0114;Neurology_II;B13806;P1;PASS;-4.5147;-3.1963;Plate control;PASS
S01;45;OID30892;Q9UHL0;DDX25;0.8182;Neurology_II;B13806;P1;WARN;-1.2667;-2.4757;Plate control;PASS
S01;45;OID30893;Q93015;NAA80;0;Neurology_II;B13806;P1;PASS;-4.7946;-3.1767;Plate control;PASS
S01;45;OID30894;Q9P2M7;CGN;0.0909;Neurology_II;B13806;P1;PASS;-4.1194;-1.9964;Plate control;PASS
S01;45;OID30895;Q9ULH4;LRFN2;0.125;Neurology_II;B13806;P1;PASS;-2.7395;-3.8439;Plate control;PASS
S01;45;OID30896;Q16520;BATF;0;Neurology_II;B13806;P1;PASS;-3.8573;-3.2998;Plate control;PASS
S01;45;OID30897;Q53GD3;SLC44A4;0.3182;Neurology_II;B13806;P1;PASS;-4.2553;-4.3507;Plate control;PASS
S01;45;OID30898;Q6ZUT3;FRMD7;0.0341;Neurology_II;B13806;P1;PASS;-4.4692;-3.9056;Plate control;PASS
S01;45;OID30899;Q12809;KCNH2;0.1023;Neurology_II;B13806;P1;PASS;-2.9862;-2.6534;Plate control;PASS
S01;45;OID30900;Q8N2Q7;NLGN1;0.4545;Neurology_II;B13806;P1;PASS;-3.7012;-3.69;Plate control;PASS
S01;45;OID30901;Q9Y4C0;NRXN3;0.2955;Neurology_II;B13806;P1;PASS;-3.5537;-3.2975;Plate control;PASS
S01;45;OID30902;O75718;CRTAP;0.8295;Neurology_II;B13806;P1;PASS;-2.5941;-2.2852;Plate control;PASS
S01;45;OID30903;Q9NY46;SCN3A;0.3523;Neurology_II;B13806;P1;PASS;-4.4477;-4.5183;Plate control;PASS
S01;45;OID30904;Q96G03;PGM2;0.6023;Neurology_II;B13806;P1;PASS;-4.1787;-4.5102;Plate control;PASS
S01;45;OID30905;P48436;SOX9;0.6477;Neurology_II;B13806;P1;PASS;-3.9811;-4.3098;Plate control;PASS
S01;45;OID30906;Q9HBL6;LRTM1;0.6818;Neurology_II;B13806;P1;PASS;-3.5549;-4.897;Plate control;PASS
S01;45;OID30907;Q9P2M1;LRP2BP;0.8864;Neurology_II;B13806;P1;PASS;-0.8819;-1.4328;Plate control;PASS
S01;45;OID30908;Q10571;MN1;0.8864;Neurology_II;B13806;P1;PASS;-3.7066;-4.4163;Plate control;PASS
S01;45;OID30909;P61366;OSTN;0.375;Neurology_II;B13806;P1;PASS;-3.8112;-2.3547;Plate control;PASS
S01;45;OID30910;P48775;TDO2;0.2841;Neurology_II;B13806;P1;PASS;-3.57;-2.4297;Plate control;PASS
S01;45;OID30911;Q9C0A0;CNTNAP4;0.5909;Neurology_II;B13806;P1;PASS;-2.8713;-3.395;Plate control;PASS
S01;45;OID30912;Q9NUG6;PDRG1;0.125;Neurology_II;B13806;P1;PASS;-4.5277;-4.2819;Plate control;PASS
S01;45;OID30913;P09455;RBP1;0.2614;Neurology_II;B13806;P1;PASS;-4.7694;-4.4209;Plate control;PASS
S01;45;OID30914;Q86UP6;CUZD1;0.7955;Neurology_II;B13806;P1;PASS;-2.8156;-3.3046;Plate control;PASS
S01;45;OID30915;Q9ULU8;CADPS;0.6705;Neurology_II;B13806;P1;PASS;-3.7502;-5.079;Plate control;PASS
S01;45;OID30916;Q9NPB3;CABP2;0.2386;Neurology_II;B13806;P1;PASS;-4.3972;-3.9272;Plate control;PASS
S01;45;OID30917;Q96A32;MYLPF;0.3523;Neurology_II;B13806;P1;PASS;-3.0417;-3.2389;Plate control;PASS
S01;45;OID30918;Q16401;PSMD5;0.1364;Neurology_II;B13806;P1;PASS;-3.0767;-2.4546;Plate control;PASS
S01;45;OID30919;P20823;HNF1A;0.625;Neurology_II;B13806;P1;PASS;-4.594;-4.6579;Plate control;PASS
S01;45;OID30920;P63211;GNGT1;0.5909;Neurology_II;B13806;P1;PASS;-3.3981;-3.0249;Plate control;PASS
S01;45;OID30921;O15234;CASC3;0.125;Neurology_II;B13806;P1;PASS;-5.0384;-3.9617;Plate control;PASS
S01;45;OID30922;Q6UWJ8;CD164L2;0.1705;Neurology_II;B13806;P1;PASS;-4.8247;-4.8171;Plate control;PASS
S01;45;OID30923;Q16650;TBR1;0.2841;Neurology_II;B13806;P1;PASS;-3.9393;-4.2446;Plate control;PASS
S01;45;OID30924;Q5VT99;LRRC38;0.2841;Neurology_II;B13806;P1;PASS;-5.7241;-5.5477;Plate control;PASS
S01;45;OID30925;P63172;DYNLT1;0.4773;Neurology_II;B13806;P1;PASS;-4.3092;-4.1476;Plate control;PASS
S01;45;OID30926;P43007;SLC1A4;0.4545;Neurology_II;B13806;P1;PASS;-4.0589;-4.0626;Plate control;PASS
S01;45;OID30927;Q14184;DOC2B;0.7841;Neurology_II;B13806;P1;PASS;-3.5549;-5.3542;Plate control;PASS
S01;45;OID30928;P0DKB5;TPBGL;0;Neurology_II;B13806;P1;PASS;-4.4718;-3.9284;Plate control;PASS
S01;45;OID30929;P54105;CLNS1A;0.4545;Neurology_II;B13806;P1;WARN;-4.6131;-5.3998;Plate control;PASS
S01;45;OID30930;P11229;CHRM1;0.0114;Neurology_II;B13806;P1;PASS;-5.1322;-1.9752;Plate control;PASS
S01;45;OID30931;Q9ULW2;FZD10;0.5341;Neurology_II;B13806;P1;PASS;-5.0004;-4.4366;Plate control;PASS
S01;45;OID30932;Q0P6D2;DIPK1C;0.125;Neurology_II;B13806;P1;PASS;-4.4727;-4.2812;Plate control;PASS
S01;45;OID30933;O75121;MFAP3L;0.1705;Neurology_II;B13806;P1;PASS;-3.985;-2.8407;Plate control;PASS
S01;45;OID30934;P61266;STX1B;0.9773;Neurology_II;B13806;P1;PASS;-3.4417;-3.9116;Plate control;PASS
S01;45;OID30935;Q68J44;DUSP29;0.2273;Neurology_II;B13806;P1;PASS;-4.5699;-4.3277;Plate control;PASS
S01;45;OID30936;P14649;MYL6B;0;Neurology_II;B13806;P1;PASS;-5.7393;-3.1813;Plate control;PASS
S01;45;OID30937;B6A8C7;TARM1;0.0227;Neurology_II;B13806;P1;PASS;-5.5685;-4.0635;Plate control;PASS
S01;45;OID30938;O15212;PFDN6;0;Neurology_II;B13806;P1;PASS;-5.741;-4.023;Plate control;PASS
S01;45;OID30939;Q96KJ4;MSLNL;0.2614;Neurology_II;B13806;P1;PASS;-4.7681;-4.3;Plate control;PASS
S01;45;OID30940;Q8N6Q1;TMCO5A;0.4545;Neurology_II;B13806;P1;PASS;-5.1437;-4.4126;Plate control;PASS
S01;45;OID30941;Q9UGI9;PRKAG3;0.9773;Neurology_II;B13806;P1;PASS;-2.2865;-3.3848;Plate control;PASS
S01;45;OID30942;Q9UNY4;TTF2;0.6705;Neurology_II;B13806;P1;PASS;-5.0052;-5.6738;Plate control;PASS
S01;45;OID30943;P54277;PMS1;0.0227;Neurology_II;B13806;P1;PASS;-5.1622;-3.0963;Plate control;PASS
S01;45;OID30944;Q86TM3;DDX53;0.1477;Neurology_II;B13806;P1;PASS;-5.3344;-5.3072;Plate control;PASS
S01;45;OID30945;Q8TC05;MDM1;0.2614;Neurology_II;B13806;P1;WARN;-3.8091;-2.7753;Plate control;PASS
S01;45;OID30946;Q9BX10;GTPBP2;0.1023;Neurology_II;B13806;P1;PASS;-4.5643;-3.6553;Plate control;PASS
S01;45;OID30947;P50897;PPT1;0.1818;Neurology_II;B13806;P1;PASS;-3.6382;-3.3556;Plate control;PASS
S01;45;OID30948;O60939;SCN2B;0.2955;Neurology_II;B13806;P1;PASS;-3.7214;-3.3238;Plate control;PASS
S01;45;OID30949;P63010;AP2B1;0.1932;Neurology_II;B13806;P1;PASS;-4.4519;-4.3821;Plate control;PASS
S01;45;OID30950;Q7Z3D4;LYSMD3;0;Neurology_II;B13806;P1;PASS;-6.1528;-4.4549;Plate control;PASS
S01;45;OID30951;P09683;SCT;0.0114;Neurology_II;B13806;P1;PASS;-4.4412;-3.7275;Plate control;PASS
S01;45;OID30952;P49069;CAMLG;0.0114;Neurology_II;B13806;P1;PASS;-5.3647;-2.7288;Plate control;PASS
S01;45;OID30953;P43146;DCC;0.5568;Neurology_II;B13806;P1;PASS;-2.3305;-2.5136;Plate control;PASS
S01;45;OID30954;P52799;EFNB2;0.0227;Neurology_II;B13806;P1;PASS;-6.8271;-6.3494;Plate control;PASS
S01;45;OID30955;O60218;AKR1B10;0.125;Neurology_II;B13806;P1;PASS;-5.9821;-5.6413;Plate control;PASS
S01;45;OID30956;Q96BJ3;AIDA;0.4886;Neurology_II;B13806;P1;PASS;-5.4047;-5.6082;Plate control;PASS
S01;45;OID30957;O14967;CLGN;0.3182;Neurology_II;B13806;P1;PASS;-4.0188;-4.3228;Plate control;PASS
S01;45;OID30958;P60763;RAC3;0.1591;Neurology_II;B13806;P1;PASS;-3.85;-3.4633;Plate control;PASS
S01;45;OID30959;Q92834;RPGR;0.9886;Neurology_II;B13806;P1;PASS;-2.984;-4.0283;Plate control;PASS
S01;45;OID30960;P98164;LRP2;0.0114;Neurology_II;B13806;P1;PASS;-5.6341;-4.5458;Plate control;PASS
S01;45;OID30961;P10301;RRAS;0.2841;Neurology_II;B13806;P1;PASS;-5.7839;-5.4903;Plate control;PASS
S01;45;OID30962;Q8IY31;IFT20;0.2955;Neurology_II;B13806;P1;PASS;-4.7689;-5.292;Plate control;PASS
S01;45;OID30963;P01270;PTH;0;Neurology_II;B13806;P1;PASS;-6.7499;-4.8023;Plate control;PASS
S01;45;OID30964;P10746;UROS;0.125;Neurology_II;B13806;P1;PASS;-6.5627;-6.5116;Plate control;PASS
S01;45;OID30965;Q7L0J3;SV2A;0.2273;Neurology_II;B13806;P1;PASS;-5.7991;-5.009;Plate control;PASS
S01;45;OID30966;P04062;GBA;0.3523;Neurology_II;B13806;P1;PASS;-6.4888;-5.8626;Plate control;PASS
S01;45;OID30967;P20916;MAG;0.0114;Neurology_II;B13806;P1;PASS;-6.2436;-5.4304;Plate control;PASS
S01;45;OID30968;Q53EL9;SEZ6;0;Neurology_II;B13806;P1;PASS;-5.6872;-3.4005;Plate control;PASS
S01;45;OID30969;Q2UY09;COL28A1;0;Neurology_II;B13806;P1;PASS;-6.5919;-4.9493;Plate control;PASS
S01;45;OID30970;O14578;CIT;0.2386;Neurology_II;B13806;P1;PASS;-5.4283;-4.9111;Plate control;PASS
S01;45;OID30971;Q9BY14;TEX101;0;Neurology_II;B13806;P1;PASS;-5.9833;-3.9551;Plate control;PASS
S01;45;OID30972;P24386;CHM;0.7386;Neurology_II;B13806;P1;PASS;-4.8995;-5.3483;Plate control;PASS
S01;45;OID30973;Q8IWP9;CCDC28A;0.6364;Neurology_II;B13806;P1;WARN;-4.8389;-4.366;Plate control;PASS
S01;45;OID30974;P35556;FBN2;0.2273;Neurology_II;B13806;P1;PASS;-7.0298;-6.3815;Plate control;PASS
S01;45;OID30975;Q15735;INPP5J;0;Neurology_II;B13806;P1;PASS;-7.8745;-4.5365;Plate control;PASS
S01;45;OID30976;Q15398;DLGAP5;0.1136;Neurology_II;B13806;P1;PASS;-5.4353;-4.21;Plate control;PASS
S01;45;OID30977;Q13002;GRIK2;0.5341;Neurology_II;B13806;P1;PASS;-5.0948;-5.4095;Plate control;PASS
S01;45;OID30978;Q9BX66;SORBS1;0.9091;Neurology_II;B13806;P1;PASS;-4.5464;-5.8924;Plate control;PASS
S01;45;OID30979;Q07617;SPAG1;0;Neurology_II;B13806;P1;PASS;-8.1818;-4.3263;Plate control;PASS
S01;45;OID30980;Q8WWM7;ATXN2L;0.7841;Neurology_II;B13806;P1;PASS;-4.1974;-4.2358;Plate control;PASS
S01;45;OID30981;P48431;SOX2;0.7045;Neurology_II;B13806;P1;PASS;-6.2784;-5.918;Plate control;PASS
S01;45;OID30982;Q9BZJ3;TPSD1;0;Neurology_II;B13806;P1;PASS;-6.8957;-5.0676;Plate control;PASS
S01;45;OID30983;Q9NPD7;NRN1;0.5682;Neurology_II;B13806;P1;PASS;-5.5689;-5.5825;Plate control;PASS
S01;45;OID30984;A6NFN3;RBFOX3;0;Neurology_II;B13806;P1;PASS;-7.8659;-5.0518;Plate control;PASS
S01;45;OID30985;Q96JB5;CDK5RAP3;0.2614;Neurology_II;B13806;P1;PASS;-7.3521;-7.0087;Plate control;PASS
S01;45;OID30986;O60662;KLHL41;0;Neurology_II;B13806;P1;PASS;-7.4796;-5.6772;Plate control;PASS
S01;45;OID30987;Q9HCY8;S100A14;0;Neurology_II;B13806;P1;PASS;-6.7743;-6.0592;Plate control;PASS
S01;45;OID30988;P08651;NFIC;0.3636;Neurology_II;B13806;P1;PASS;-6.1886;-5.9841;Plate control;PASS
S01;45;OID30989;Q9UM54;MYO6;0.9773;Neurology_II;B13806;P1;PASS;-3.7555;-5.6231;Plate control;PASS
S01;45;OID30990;Q96QH8;SPACA5_SPACA5B;0.125;Neurology_II;B13806;P1;PASS;-5.258;-6.0952;Plate control;PASS
S01;45;OID30991;Q8WVC0;LEO1;0.625;Neurology_II;B13806;P1;PASS;-5.9055;-5.4105;Plate control;PASS
S01;45;OID30992;P12319;FCER1A;0;Neurology_II;B13806;P1;PASS;-8.2382;-6.0216;Plate control;PASS
S01;45;OID30993;O60469;DSCAM;0;Neurology_II;B13806;P1;PASS;-7.648;-5.7016;Plate control;PASS
S01;45;OID30994;O15013;ARHGEF10;0;Neurology_II;B13806;P1;PASS;-6.8535;-5.8637;Plate control;PASS
S01;45;OID30995;P04808;RLN1;0;Neurology_II;B13806;P1;PASS;-5.2905;-4.6096;Plate control;PASS
S01;45;OID30996;O75592;MYCBP2;0.0114;Neurology_II;B13806;P1;PASS;-5.7019;-4.8543;Plate control;PASS
S01;45;OID30997;Q9NXH3;PPP1R14D;0.0341;Neurology_II;B13806;P1;PASS;-6.4504;-6.3419;Plate control;PASS
S01;45;OID30998;Q15102;PAFAH1B3;0.5455;Neurology_II;B13806;P1;PASS;-4.4509;-4.076;Plate control;PASS
S01;45;OID30999;O43665;RGS10;0.6591;Neurology_II;B13806;P1;PASS;-5.2264;-6.2748;Plate control;PASS
S01;45;OID31000;Q9UQ16;DNM3;0.0568;Neurology_II;B13806;P1;PASS;-6.7321;-6.3043;Plate control;PASS
S01;45;OID31001;Q8IVM0;CCDC50;0;Neurology_II;B13806;P1;PASS;-6.3154;-4.6181;Plate control;PASS
S01;45;OID31002;B2RUY7;VWC2L;0;Neurology_II;B13806;P1;PASS;-6.8698;-4.5247;Plate control;PASS
S01;45;OID31003;Q15366;PCBP2;0;Neurology_II;B13806;P1;PASS;-6.1082;-4.5659;Plate control;PASS
S01;45;OID31004;P22102;GART;0.4545;Neurology_II;B13806;P1;PASS;-5.1926;-4.7802;Plate control;PASS
S01;45;OID31005;A8MVW0;FAM171A2;0;Neurology_II;B13806;P1;PASS;-7.3154;-3.7396;Plate control;PASS
S01;45;OID31006;Q6ZVN8;HJV;0.0114;Neurology_II;B13806;P1;PASS;-6.8717;-6.0107;Plate control;PASS
S01;45;OID31007;Q07021;C1QBP;0.0909;Neurology_II;B13806;P1;PASS;-6.6179;-5.8561;Plate control;PASS
S01;45;OID31008;O95467;GNAS;0;Neurology_II;B13806;P1;PASS;-5.7633;-4.7826;Plate control;PASS
S01;45;OID31009;O75167;PHACTR2;0;Neurology_II;B13806;P1;PASS;-7.7574;-6.4626;Plate control;PASS
S01;45;OID31010;O60869;EDF1;0.0682;Neurology_II;B13806;P1;PASS;-7.2235;-5.9511;Plate control;PASS
S01;45;OID31011;Q96A00;PPP1R14A;0.1023;Neurology_II;B13806;P1;PASS;-7.6874;-6.2999;Plate control;PASS
S01;45;OID31012;Q14151;SAFB2;0.1591;Neurology_II;B13806;P1;PASS;-5.828;-5.2405;Plate control;PASS
S01;45;OID31013;Q5T848;GPR158;0.2727;Neurology_II;B13806;P1;PASS;-4.9964;-4.1725;Plate control;PASS
S01;45;OID31014;P29536;LMOD1;0;Neurology_II;B13806;P1;PASS;-6.4977;-4.1183;Plate control;PASS
S01;45;OID31015;Q86YD3;TMEM25;0;Neurology_II;B13806;P1;PASS;-7.7129;-4.5879;Plate control;PASS
